2013-02-22,83.14
2013-02-25,83.26
2013-02-26,85.31
2013-02-27,85.3
2013-02-28,85.3
2013-03-01,83.08
2013-03-04,82.83
2013-03-05,82.97
2013-03-06,83.07
2013-03-07,83.84
2013-03-08,84.27
2013-03-11,84.11
2013-03-12,84.07
2013-03-13,84.33
2013-03-14,84.57
2013-03-15,84.22
2013-03-18,84.23
2013-03-19,84.22
2013-03-20,85.64
2013-03-21,85.29
2013-03-22,85.14
2013-03-25,84.83
2013-03-26,84.35
2013-03-27,84.16
2013-03-28,84.06
2013-04-01,83.88
2013-04-02,83.92
2013-04-03,83.28
2013-04-04,80.74
2013-04-05,80.01
2013-04-08,80.15
2013-04-09,79.76
2013-04-10,80.23
2013-04-11,79.59
2013-04-12,79.34
2013-04-15,77.58
2013-04-16,78.04
2013-04-17,77.71
2013-04-18,77.64
2013-04-19,77.67
2013-04-22,77.62
2013-04-23,77.41
2013-04-24,77.32
2013-04-25,77.29
2013-04-26,76.86
2013-04-29,76.88
2013-04-30,77.07
2013-05-01,76.84
2013-05-02,76.9
2013-05-03,77.57
2013-05-06,77.81
2013-05-07,77.85
2013-05-08,77.6
2013-05-09,78.02
2013-05-10,78.16
2013-05-13,79.34
2013-05-14,79.96
2013-05-15,81.23
2013-05-16,80.8
2013-05-17,81.7
2013-05-20,81.47
2013-05-21,81.47
2013-05-22,82.19
2013-05-23,82.68
2013-05-24,82.59
2013-05-28,85.27
2013-05-29,85.99
2013-05-30,91.34
2013-05-31,92.02
2013-06-03,93.52
2013-06-04,94.09
2013-06-05,93.52
2013-06-06,92.89
2013-06-07,93.47
2013-06-10,94.14
2013-06-11,94.49
2013-06-12,96.23
2013-06-13,95.29
2013-06-14,94.07
2013-06-17,94.4
2013-06-18,93.51
2013-06-19,95.28
2013-06-20,101.75
2013-06-21,102.46
2013-06-24,109.8
2013-06-25,109.58
2013-06-26,109.01
2013-06-27,103.71
2013-06-28,104.34
2013-07-01,104.9
2013-07-02,104.74
2013-07-03,105.37
2013-07-05,107.48
2013-07-08,107.16
2013-07-09,106.41
2013-07-10,106.46
2013-07-11,105.83
2013-07-12,105.61
2013-07-15,105.6
2013-07-16,104.21
2013-07-17,103.02
2013-07-18,102.2
2013-07-19,102.11
2013-07-22,101.48
2013-07-23,100.11
2013-07-24,100.82
2013-07-25,100.59
2013-07-26,100.63
2013-07-29,102.12
2013-07-30,101.96
2013-07-31,102.02
2013-08-01,103.74
2013-08-02,101.42
2013-08-05,101.84
2013-08-06,101.9
2013-08-07,101.13
2013-08-08,100.75
2013-08-09,100.26
2013-08-12,100.4
2013-08-13,101.5
2013-08-14,101.79
2013-08-15,104.11
2013-08-16,104.62
2013-08-19,106.36
2013-08-20,106.4
2013-08-21,107.11
2013-08-22,108.86
2013-08-23,108.18
2013-08-26,107.79
2013-08-27,105.51
2013-08-28,106.85
2013-08-29,107.14
2013-08-30,108.1
2013-09-03,109.77
2013-09-04,111.09
2013-09-05,112.3
2013-09-06,111.39
2013-09-09,111.28
2013-09-10,112.03
2013-09-11,111.19
2013-09-12,110.75
2013-09-13,110.29
2013-09-16,106.44
2013-09-17,106.44
2013-09-18,103.66
2013-09-19,100.3
2013-09-20,99.67
2013-09-23,98.8
2013-09-24,98.15
2013-09-25,98.27
2013-09-26,99.42
2013-09-27,99.04
2013-09-30,99.19
2013-10-01,101.01
2013-10-02,100.52
2013-10-03,99.49
2013-10-04,99.06
2013-10-07,99.01
2013-10-08,99.26
2013-10-09,99.25
2013-10-10,99.14
2013-10-11,98.5
2013-10-14,98.28
2013-10-15,99.23
2013-10-16,98.5
2013-10-17,96.82
2013-10-18,96.1
2013-10-21,95.89
2013-10-22,94.49
2013-10-23,92.13
2013-10-24,92.61
2013-10-25,91.87
2013-10-28,92.02
2013-10-29,91.68
2013-10-30,90.13
2013-10-31,90.62
2013-11-01,91.93
2013-11-04,94.64
2013-11-05,95.22
2013-11-06,94.65
2013-11-07,94.69
2013-11-08,96.29
2013-11-11,96.29
2013-11-12,97.79
2013-11-13,97.26
2013-11-14,96.15
2013-11-15,94.01
2013-11-18,92.09
2013-11-19,92.44
2013-11-20,93.06
2013-11-21,94.87
2013-11-22,94.51
2013-11-25,94.73
2013-11-26,94.95
2013-11-27,95.19
2013-11-29,95.32
2013-12-02,97.59
2013-12-03,97.83
2013-12-04,99.64
2013-12-05,99.31
2013-12-06,98.74
2013-12-09,98.44
2013-12-10,97.87
2013-12-11,97.95
2013-12-12,97.39
2013-12-13,97.05
2013-12-16,96.99
2013-12-17,96.42
2013-12-18,96.18
2013-12-19,96.41
2013-12-20,96.26
2013-12-23,96.5
2013-12-24,96.41
2013-12-26,96.51
2013-12-27,95.91
2013-12-30,95.78
2013-12-31,96.25
2014-01-02,95.53
2014-01-03,95.18
2014-01-06,94.79
2014-01-07,94.51
2014-01-08,92.37
2014-01-09,92.3
2014-01-10,90.67
2014-01-13,88.75
2014-01-14,89.21
2014-01-15,88.99
2014-01-16,88.74
2014-01-17,88.64
2014-01-21,88.53
2014-01-22,88.68
2014-01-23,88.19
2014-01-24,87.95
2014-01-27,87.64
2014-01-28,88.04
2014-01-29,87.72
2014-01-30,88.31
2014-01-31,88.56
2014-02-03,88.47
2014-02-04,91.09
2014-02-05,91.48
2014-02-06,91.75
2014-02-07,90.91
2014-02-10,90.83
2014-02-11,89.24
2014-02-12,89.23
2014-02-13,88.77
2014-02-14,87.9
2014-02-18,87.65
2014-02-19,87.91
2014-02-20,87.9
2014-02-21,87.22
2014-02-24,87.31
2014-02-25,86.67
2014-02-26,84.63
2014-02-27,84.78
2014-02-28,84.92
2014-03-03,84.97
2014-03-04,86.79
2014-03-05,86.5
2014-03-06,86.58
2014-03-07,86.68
2014-03-10,85.88
2014-03-11,85.49
2014-03-12,85.38
2014-03-13,85.35
2014-03-14,85.59
2014-03-17,85.43
2014-03-18,85.33
2014-03-19,85.92
2014-03-20,85.62
2014-03-21,84.85
2014-03-24,84.83
2014-03-25,84.46
2014-03-26,84.22
2014-03-27,83.91
2014-03-28,84.13
2014-03-31,83.8
2014-04-01,83.88
2014-04-02,82.76
2014-04-03,82.46
2014-04-04,81.73
2014-04-07,79.6
2014-04-08,78.74
2014-04-09,77.95
2014-04-10,77.48
2014-04-11,77.49
2014-04-14,77.83
2014-04-15,78.28
2014-04-16,78.33
2014-04-17,78.82
2014-04-21,78.67
2014-04-22,78.67
2014-04-23,78.42
2014-04-24,78.37
2014-04-25,78.09
2014-04-28,78.38
2014-04-29,79.64
2014-04-30,79.61
2014-05-01,79.73
2014-05-02,79.06
2014-05-05,79.52
2014-05-06,79.47
2014-05-07,79.47
2014-05-08,79.67
2014-05-09,79.46
2014-05-12,79.54
2014-05-13,79.45
2014-05-14,79.51
2014-05-15,80.11
2014-05-16,80.11
2014-05-19,80.87
2014-05-20,80.93
2014-05-21,80.96
2014-05-22,81.19
2014-05-23,80.58
2014-05-27,80.54
2014-05-28,80.68
2014-05-29,80.96
2014-05-30,81.2
2014-06-02,82.04
2014-06-03,83.62
2014-06-04,83.74
2014-06-05,83.44
2014-06-06,82.95
2014-06-09,82.95
2014-06-10,81.27
2014-06-11,80.65
2014-06-12,80.05
2014-06-13,79.79
2014-06-16,79.56
2014-06-17,79.74
2014-06-18,78.75
2014-06-19,78.24
2014-06-20,77.93
2014-06-23,78.1
2014-06-24,77.99
2014-06-25,77.58
2014-06-26,76.88
2014-06-27,76.31
2014-06-30,76.27
2014-07-01,77.01
2014-07-02,77.66
2014-07-03,77.76
2014-07-07,77.76
2014-07-08,77.02
2014-07-09,76.93
2014-07-10,76.86
2014-07-11,76.83
2014-07-14,77.02
2014-07-15,76.82
2014-07-16,76.71
2014-07-17,76.58
2014-07-18,76.97
2014-07-21,78.87
2014-07-22,77.38
2014-07-23,77.29
2014-07-24,77.43
2014-07-25,77.64
2014-07-28,77.74
2014-07-29,78.01
2014-07-30,79.91
2014-07-31,79.77
2014-08-01,79.37
2014-08-04,79.42
2014-08-05,79.56
2014-08-06,80.08
2014-08-07,80.31
2014-08-08,80.91
2014-08-11,80.92
2014-08-12,81.29
2014-08-13,81.56
2014-08-14,82.06
2014-08-15,82.42
2014-08-18,82.8
2014-08-19,83.03
2014-08-20,82.92
2014-08-21,82.44
2014-08-22,81.79
2014-08-25,81.69
2014-08-26,80.95
2014-08-27,81.45
2014-08-28,81.8
2014-08-29,80.77
2014-09-02,81.81
2014-09-03,81.64
2014-09-04,81.75
2014-09-05,81.46
2014-09-08,81.72
2014-09-09,81.98
2014-09-10,82.12
2014-09-11,81.81
2014-09-12,82.38
2014-09-15,82.41
2014-09-16,82.75
2014-09-17,82.81
2014-09-18,82.54
2014-09-19,82.37
2014-09-22,82.02
2014-09-23,81.72
2014-09-24,82.27
2014-09-25,82.02
2014-09-26,82.86
2014-09-29,82.39
2014-09-30,82.65
2014-10-01,82.95
2014-10-02,82.76
2014-10-03,82.56
2014-10-06,82.37
2014-10-07,82.22
2014-10-08,81.99
2014-10-09,82.63
2014-10-10,82.59
2014-10-13,82.59
2014-10-14,83.5
2014-10-15,89.95
2014-10-16,89.01
2014-10-17,88.67
2014-10-20,87.82
2014-10-21,86.98
2014-10-22,86.73
2014-10-23,88.16
2014-10-24,87.93
2014-10-27,87.52
2014-10-28,86.74
2014-10-29,85.82
2014-10-30,84.14
2014-10-31,83.61
2014-11-03,83.53
2014-11-04,83.72
2014-11-05,83.8
2014-11-06,84.17
2014-11-07,83.38
2014-11-10,83.52
2014-11-11,83.52
2014-11-12,82.81
2014-11-13,82.65
2014-11-14,82.72
2014-11-17,83.08
2014-11-18,82.82
2014-11-19,82.97
2014-11-20,82.97
2014-11-21,82.56
2014-11-24,81.79
2014-11-25,81.83
2014-11-26,81.92
2014-11-28,81.91
2014-12-01,82.87
2014-12-02,83.24
2014-12-03,82.93
2014-12-04,82.67
2014-12-05,82.63
2014-12-08,82.76
2014-12-09,82.94
2014-12-10,83.08
2014-12-11,84.38
2014-12-12,85.01
2014-12-15,86.26
2014-12-16,86.97
2014-12-17,86.61
2014-12-18,86.41
2014-12-19,86.09
2014-12-22,86.08
2014-12-23,85.5
2014-12-24,85.5
2014-12-26,85.51
2014-12-29,85.48
2014-12-30,84.78
2014-12-31,84.79
2015-01-02,83.85
2015-01-05,84.22
2015-01-06,85.55
2015-01-07,85.91
2015-01-08,86.29
2015-01-09,85.96
2015-01-12,87.81
2015-01-13,89.01
2015-01-14,89.58
2015-01-15,91.46
2015-01-16,91.83
2015-01-20,92.52
2015-01-21,91.15
2015-01-22,89.15
2015-01-23,89.32
2015-01-26,88.33
2015-01-27,86.61
2015-01-28,86.27
2015-01-29,86.16
2015-01-30,86.3
2015-02-02,86.3
2015-02-03,88.65
2015-02-04,88.4
2015-02-05,88.67
2015-02-06,88.23
2015-02-09,89.65
2015-02-10,89.34
2015-02-11,88.91
2015-02-12,88.43
2015-02-13,87.69
2015-02-17,88.47
2015-02-18,88.69
2015-02-19,91.06
2015-02-20,91.22
2015-02-23,91.19
2015-02-24,90.77
2015-02-25,90.5
2015-02-26,90.39
2015-02-27,90.31
2015-03-02,90.54
2015-03-03,90.64
2015-03-04,90.33
2015-03-05,90.03
2015-03-06,89.78
2015-03-09,89.68
2015-03-10,89.56
2015-03-11,89.79
2015-03-12,90.34
2015-03-13,91.01
2015-03-16,90.82
2015-03-17,91.12
2015-03-18,91.15
2015-03-19,92.09
2015-03-20,91.75
2015-03-23,93.12
2015-03-24,92.82
2015-03-25,93.2
2015-03-26,93.01
2015-03-27,92.15
2015-03-30,91.93
2015-03-31,91.63
2015-04-01,91.71
2015-04-02,91.82
2015-04-06,91.32
2015-04-07,91.08
2015-04-08,90.94
2015-04-09,88.67
2015-04-10,88.33
2015-04-13,88.07
2015-04-14,88.19
2015-04-15,87.93
2015-04-16,87.93
2015-04-17,87.95
2015-04-20,88.03
2015-04-21,87.93
2015-04-22,88.24
2015-04-23,87.96
2015-04-24,87.84
2015-04-27,88.12
2015-04-28,88.67
2015-04-29,89.14
2015-04-30,89.31
2015-05-01,89.62
2015-05-04,89.8
2015-05-05,89.86
2015-05-06,90.29
2015-05-07,90.3
2015-05-08,89.93
2015-05-11,90.7
2015-05-12,90.97
2015-05-13,90.77
2015-05-14,90.35
2015-05-15,88.17
2015-05-18,88.51
2015-05-19,88.91
2015-05-20,88.84
2015-05-21,88.39
2015-05-22,88.58
2015-05-26,88.55
2015-05-27,90.15
2015-05-28,89.93
2015-05-29,89.67
2015-06-01,90.26
2015-06-02,90.82
2015-06-03,91.41
2015-06-04,91.23
2015-06-05,91.32
2015-06-08,91.26
2015-06-09,91.16
2015-06-10,91.35
2015-06-11,90.1
2015-06-12,89.08
2015-06-15,89.16
2015-06-16,89.02
2015-06-17,88.99
2015-06-18,89.03
2015-06-19,89.14
2015-06-22,89.41
2015-06-23,90.14
2015-06-24,90.18
2015-06-25,89.76
2015-06-26,89.45
2015-06-29,90.05
2015-06-30,90.46
2015-07-01,90.03
2015-07-02,89.7
2015-07-06,90.12
2015-07-07,90.29
2015-07-08,90.38
2015-07-09,90.65
2015-07-10,90.47
2015-07-13,90.09
2015-07-14,88.89
2015-07-15,88.28
2015-07-16,87.5
2015-07-17,86.76
2015-07-20,86.04
2015-07-21,86.03
2015-07-22,86.22
2015-07-23,86.52
2015-07-24,86.66
2015-07-27,86.67
2015-07-28,86.9
2015-07-29,87.32
2015-07-30,87.48
2015-07-31,87.91
2015-08-03,87.84
2015-08-04,88.96
2015-08-05,89.19
2015-08-06,88.49
2015-08-07,87.86
2015-08-10,88.14
2015-08-11,87.93
2015-08-12,88.18
2015-08-13,88.66
2015-08-14,88.63
2015-08-17,88.1
2015-08-18,88.11
2015-08-19,87.81
2015-08-20,88.17
2015-08-21,88.49
2015-08-24,89.07
2015-08-25,89.61
2015-08-26,89.8
2015-08-27,90.59
2015-08-28,90.51
2015-08-31,90.58
2015-09-01,90.51
2015-09-02,90.79
2015-09-03,90.5
2015-09-04,90.17
2015-09-08,90.35
2015-09-09,90.32
2015-09-10,90.03
2015-09-11,89.36
2015-09-14,88.97
2015-09-15,88.83
2015-09-16,89.18
2015-09-17,88.5
2015-09-18,86.42
2015-09-21,86.03
2015-09-22,86.32
2015-09-23,87.26
2015-09-24,87.89
2015-09-25,87.51
2015-09-28,87.56
2015-09-29,88.37
2015-09-30,88.22
2015-10-01,88.05
2015-10-02,87.97
2015-10-05,88.09
2015-10-06,87.6
2015-10-07,87.53
2015-10-08,86.9
2015-10-09,86.89
2015-10-12,86.88
2015-10-13,86.8
2015-10-14,86.51
2015-10-15,86.58
2015-10-16,86.61
2015-10-19,86.38
2015-10-20,86.52
2015-10-21,86.53
2015-10-22,86.41
2015-10-23,86.53
2015-10-26,86.52
2015-10-27,86.4
2015-10-28,86.8
2015-10-29,86.97
2015-10-30,86.63
2015-11-02,86.84
2015-11-03,86.76
2015-11-04,86.78
2015-11-05,86.51
2015-11-06,86.38
2015-11-09,86.05
2015-11-10,86.17
2015-11-11,86.26
2015-11-12,86.01
2015-11-13,86.17
2015-11-16,86.32
2015-11-17,86.29
2015-11-18,86.29
2015-11-19,86.02
2015-11-20,86.02
2015-11-23,86.05
2015-11-24,86.4
2015-11-25,86.57
2015-11-27,86.56
2015-11-30,86.52
2015-12-01,86.13
2015-12-02,86.1
2015-12-03,86.16
2015-12-04,85.86
2015-12-07,85.93
2015-12-08,85.93
2015-12-09,85.93
2015-12-10,85.67
2015-12-11,85.76
2015-12-14,86.57
2015-12-15,86.71
2015-12-16,85.51
2015-12-17,84.97
2015-12-18,84.87
2015-12-21,84.71
2015-12-22,84.59
2015-12-23,84.59
2015-12-24,84.59
2015-12-28,84.59
2015-12-29,84.59
2015-12-30,81.79
2015-12-31,81.78
2016-01-04,81.9
2016-01-05,81.79
2016-01-06,81.84
2016-01-07,81.74
2016-01-08,81.68
